S_No,Place,Gauge,Meena
3780,H,,
3781,H,,
3782,H,,
3783,H,,
3784,H,,
3785,H,,
3786,H,,
3787,H,,
3788,H,,
3789,H,,
3790,H,,
3791,H,,
3792,H,,
3793,H,,
3794,H,,
3795,H,,
3796,H,,
3797,H,,
3798,H,,
3799,H,,
3800,H,,
3801,H,,
3802,H,,
3803,H,,
3804,H,,
3805,H,,
3806,H,,
3807,H,,
3808,H,,
3809,H,,
3810,H,,
3811,H,,
3812,H,,
3813,H,,
3814,H,,
3815,H,,
3816,H,,
3817,H,,
3818,H,,
3819,H,,
3820,H,,
3821,H,,
3822,H,,
3823,H,,
3824,H,,
3825,H,,
3826,H,,
3827,H,,
3828,H,,
3829,H,,
3830,H,,
3831,H,,
3832,H,,
3833,H,,
3834,H,,
3835,H,,
3836,H,,
3837,H,,
3838,H,,
3839,H,,
3840,H,,
3841,H,,
3842,H,,
3843,H,,
3844,H,,
3845,H,,
3846,H,,
3847,H,,
3848,H,,
3849,H,,
3850,H,,
3851,H,,
3852,H,,
3853,H,,
3854,H,,
3855,H,,
3856,H,,
3857,H,,
3858,H,,
3859,H,,
3860,H,,
3861,H,,
3862,H,,
3863,H,,
3864,H,,
3865,H,,
3866,H,,
3867,H,,
3868,H,,
3869,H,,
3870,H,,
3871,H,,
3872,H,,
3873,H,,
3874,H,,
3875,H,,
3876,H,,
3877,H,,
3878,H,,
3879,H,,
3880,H,,
3881,H,,
3882,H,,
3883,H,,
3884,H,,
3885,H,,
3886,H,,
3887,H,,
3888,H,,
3889,H,,
3890,H,,
3891,H,,
3892,H,,
3893,H,,
3894,H,,
3895,H,,
3896,H,,
3897,H,,
3898,H,,
3899,H,,
3900,H,,
3901,H,,
3902,H,,
3903,H,,
3904,H,,
3905,H,,
3906,H,,
3907,H,,
3908,H,,
3909,H,,
3910,H,,
3911,H,,
3912,H,,
3913,H,,
3914,H,,
3915,H,,
3916,H,,
3917,H,,
3918,H,,
3919,H,,
3920,H,,
3921,H,,
3922,H,,
3923,H,,
3924,H,,
3925,H,,
3926,H,,
3927,H,,
3928,H,,
3929,H,,
3930,H,,
3931,H,,
3932,H,,
3933,H,,
3934,H,,
3935,H,,
3936,H,,
3937,H,,
3938,H,,
3939,H,,
3940,H,,
3941,H,,
3942,H,,
3943,H,,
3944,H,,
3945,H,,
3946,H,,
3947,H,,
3948,H,,
3949,H,,
3950,H,,
3951,H,,
3952,H,,
3953,H,,
3954,H,,
3955,H,,
3956,H,,
3957,H,,
3958,H,,
3959,H,,
3960,H,,
3961,H,,
3962,H,,
3963,H,,
3964,H,,
3965,H,,
3966,H,,
3967,H,,
3968,H,,
3969,H,,
3970,H,,
3971,H,,
3972,H,,
3973,H,,
3974,H,,
3975,H,,
3976,H,,
3977,H,,
3978,H,,
3979,H,,
3980,H,,
3981,H,,
3982,H,,
3983,H,,
3984,H,,
3985,H,,
3986,H,,
3987,H,,
3988,H,,
3989,H,,
3990,H,,
3991,H,,
3992,H,,
3993,H,,
3994,H,,
3995,H,,
3996,H,,
3997,H,,
3998,H,,
3999,H,,
4000,H,,
4001,H,,
4002,H,,
4003,H,,
4004,H,,
4005,H,,
4006,H,,
4007,H,,
4008,H,,
4009,H,,
4010,H,,
4011,H,,
4012,H,,
4013,H,,
4014,H,,
4015,H,,
4016,H,,
4017,H,,
4018,H,,
4019,H,,
4020,H,,
4021,H,,
4022,H,,
4023,H,,
4024,H,,
4025,H,,
4026,H,,
4027,H,,
4028,H,,
4029,H,,
4030,H,,
4031,H,,
4032,H,,
4033,H,,
4034,H,,
4035,H,,
4036,H,,
4037,H,,
4038,H,,
4039,H,,
4040,H,,
4041,H,,
4042,H,,
4043,H,,
4044,H,,
4045,H,,
4046,H,,
4047,H,,
4048,H,,
4049,H,,
4050,H,,
4051,H,,
4052,H,,
4053,H,,
4054,H,,
4055,H,,
4056,H,,
4057,H,,
4058,H,,
4059,H,,
4060,H,,
4061,H,,
4062,H,,
4063,H,,
4064,H,,
4065,H,,
4066,H,,
4067,H,,
4068,H,,
4069,H,,
4070,H,,
4071,H,,
4072,H,,
4073,H,,
4074,H,,
4075,H,,
4076,H,,
4077,H,,
4078,H,,
4079,H,,
4080,H,,
4081,H,,
4082,H,,
4083,H,,
4084,H,,
4085,H,,
4086,B,10,
4087,B,10,
4088,H,,
4089,H,,
4090,H,,
4091,H,,
4092,H,,
4093,H,,
4094,H,,
4095,H,,
4096,H,,
4097,H,,
4098,H,,
4099,H,,
4100,H,,
4101,H,,
4102,H,,
4103,H,,
4104,H,,
4105,H,,
4106,H,,
4107,H,,
4108,H,,
4109,H,,
4110,H,,
4111,H,,
4112,H,,
4113,H,,
4114,H,,
4115,H,,
4116,H,,
4117,H,,
4118,H,,
4119,H,,
4120,H,,
4121,H,,
4122,H,,
4123,H,,
4124,H,,
4125,H,,
4126,H,,
4127,H,,
4128,H,,
4129,H,,
4130,H,,
4131,H,,
4132,H,,
4133,H,,
4134,H,,
4135,H,,
4136,H,,
4137,H,,
4138,H,,
4139,H,,
4140,H,,
4141,H,,
4142,H,,
4143,H,,
4144,H,,
4145,H,,
4146,H,,
4147,H,,
4148,H,,
4149,H,,
4150,H,,
4151,H,,
4152,H,,
4153,H,,
4154,H,,
4155,H,,
4156,H,,
4157,H,,
4158,H,,
4159,H,,
4160,H,,
4161,H,,
4162,H,,
4163,H,,
4164,H,,
4165,H,,
4166,H,,
4167,H,,
4168,H,,
4169,H,,
4170,H,,
4171,H,,
4172,H,,
4173,H,,
4174,H,,
4175,H,,
4176,H,,
4177,H,,
4178,H,,
4179,H,,
4180,H,,
4181,H,,
4182,H,,
4183,H,,
4184,H,,
4185,H,,
4186,H,,
4187,H,,
4188,H,,
4189,H,,
4190,H,,
4191,H,,
4192,H,,
4193,H,,
4194,H,,
4195,H,,
4196,B,10,
4197,H,,
4198,H,,
4199,H,,
4200,H,,
4201,H,,
4202,H,,
4203,H,,
4204,H,,
4205,H,,
4206,H,,
4207,H,,
4208,H,,
4209,H,,
4210,H,,
4211,H,,
4212,H,,
4213,H,,
4214,H,,
4215,H,,
4216,H,,
4217,H,,
4218,H,,
4219,H,,
4220,H,,
4221,H,,
4222,H,,
4223,H,,
4224,H,,
4225,H,,
4226,H,,
4227,H,,
4228,H,,
4229,H,,
4230,H,,
4231,H,,
4232,H,,
4233,H,,
4234,H,,
4235,H,,
4236,H,,
4237,H,,
4238,H,,
4239,H,,
4240,H,,
4241,H,,
4242,H,,
4243,H,,
4244,H,,
4245,H,,
4246,H,,
4247,H,,
4248,H,,
4249,H,,
4250,H,,
4251,H,,
4252,H,,
4253,H,,
4254,H,,
4255,H,,
4256,H,,
4257,H,,
4258,H,,
4259,H,,
4260,H,,
4261,H,,
4262,H,,
4263,H,,
4264,H,,
4265,H,,
4266,H,,
4267,H,,
4268,H,,
4269,H,,
4270,H,,
4271,H,,
4272,H,,
4273,H,,
4274,H,,
4275,H,,
4276,H,,
4277,H,,
4278,H,,
4279,H,,
4280,H,,
4281,H,,
4282,H,,
4283,H,,
4284,H,,
4285,H,,
4286,H,,
4287,H,,
4288,H,,
4289,H,,
4290,H,,
4291,H,,
4292,H,,
4293,H,,
4294,H,,
4295,H,,
4296,H,,
4297,H,,
4298,H,,
4299,H,,
4300,H,,
4301,H,,
4302,H,,
4303,H,,
4304,H,,
4305,H,,
4306,H,,
4307,H,,
4308,H,,
4309,H,,
4310,H,,
4311,H,,
4312,H,,
4313,H,,
4314,H,,
4315,H,,
4316,H,,
4317,H,,
4318,H,,
4319,H,,
4320,B,12,
4321,H,,
4322,B,12,
4323,H,,
4324,H,,
4325,H,,
4326,H,,
4327,H,,
4328,H,,
4329,H,,
4330,H,,
4331,H,,
4332,H,,
4333,H,,
4334,H,,
4335,H,,
4336,H,,
4337,H,,
4338,H,,
4339,H,,
4340,H,,
4341,H,,
4342,H,,
4343,H,,
4344,H,,
4345,H,,
4346,H,,
4347,H,,
4348,H,,
4349,H,,
4350,H,,
4351,H,,
4352,H,,
4353,H,,
4354,H,,
4355,H,,
4356,H,,
4357,H,,
4358,H,,
4359,H,,
4360,H,,
4361,H,,
4362,H,,
4363,H,,
4364,H,,
4365,H,,
4366,H,,
4367,H,,
4368,H,,
4369,H,,
4370,H,,
4371,H,,
4372,H,,
4373,H,,
4374,H,,
4375,H,,
4376,H,,
4377,H,,
4378,H,,
4379,H,,
4380,H,,
4381,H,,
4382,H,,
4383,H,,
4384,H,,
4385,H,,
4386,H,,
4387,H,,
4388,H,,
4389,H,,
4390,H,,
4391,H,,
4392,H,,
4393,H,,
4394,H,,
4395,H,,
4396,H,,
4397,H,,
4398,H,,
4399,H,,
4400,H,,
4401,H,,
4402,H,,
4403,H,,
4404,H,,
4405,H,,
4406,H,,
4407,H,,
4408,H,,
4409,H,,
4410,H,,
4411,H,,
4412,H,,
4413,H,,
4414,H,,
4415,H,,
4416,H,,
4417,H,,
4418,H,,
4419,H,,
4420,H,,
4421,H,,
4422,H,,
4423,H,,
4424,H,,
4425,H,,
4426,H,,
4427,H,,
4428,H,,
4429,H,,
4430,H,,
4431,H,,
4432,H,,
4433,H,,
4434,H,,
4435,H,,
4436,H,,
4437,H,,
4438,H,,
4439,B,11,
4440,B,11,
4441,H,,
4442,H,,
4443,H,,
4444,H,,
4445,H,,
4446,H,,
4447,H,,
4448,H,,
4449,H,,
4450,H,,
4451,H,,
4452,B,10,
4453,H,,
4454,H,,
4455,H,,
4456,H,,
4457,H,,
4458,H,,
4459,H,,
4460,H,,
4461,H,,
4462,H,,
4463,H,,
4464,H,,
4465,H,,
4466,H,,
4467,H,,
4468,H,,
4469,H,,
4470,H,,
4471,H,,
4472,H,,
4473,H,,
4474,H,,
4475,H,,
4476,H,,
4477,H,,
4478,H,,
4479,H,,
4480,H,,
4481,H,,
4482,H,,
4483,H,,
4484,H,,
4485,H,,
4486,H,,
4487,H,,
4488,H,,
4489,H,,
4490,H,,
4491,H,,
4492,H,,
4493,H,,
4494,H,,
4495,H,,
4496,H,,
4497,H,,
4498,H,,
4499,H,,
4500,H,,
4501,H,,
4502,H,,
4503,H,,
4504,H,,
4505,H,,
4506,H,,
4507,H,,
4508,H,,
4509,H,,
4510,H,,
4511,H,,
4512,B,10,
4513,H,,
4514,B,10,
4515,H,,
4516,H,,
4517,H,,
4518,H,,
4519,H,,
4520,H,,
4521,H,,
4522,H,,
4523,H,,
4524,H,,
4525,H,,
4526,H,,
4527,H,,
4528,H,,
4529,H,,
4530,H,,
4531,H,,
4532,H,,
4533,H,,
4534,H,,
4535,H,,
4536,H,,
4537,H,,
4538,H,,
4539,H,,
4540,H,,
4541,H,,
4542,H,,
4543,H,,
4544,H,,
4545,H,,
4546,H,,
4547,H,,
4548,H,,
4549,H,,
4550,H,,
4551,H,,
4552,H,,
4553,H,,
4554,H,,
4555,H,,
4556,H,,
4557,H,,
4558,H,,
4559,H,,
4560,H,,
4561,H,,
4562,H,,
4563,H,,
4564,H,,
4565,H,,
4566,H,,
4567,H,,
4568,H,,
4569,H,,
4570,H,,
4571,H,,
4572,H,,
4573,H,,
4574,H,,
4575,H,,
4576,H,,
4577,H,,
4578,H,,
4579,H,,
4580,H,,
4581,H,,
4582,H,,
4583,H,,
4584,H,,
4585,H,,
4586,H,,
4587,H,,
4588,H,,
4589,H,,
4590,H,,
4591,H,,
4592,H,,
4593,H,,
4594,H,,
4595,H,,
4596,H,,
4597,H,,
4598,H,,
4599,H,,
4600,H,,
4601,H,,
4602,H,,
4603,H,,
4604,H,,
4605,H,,
4606,H,,
4607,H,,
4608,H,,
4609,H,,
4610,H,,
4611,H,,
4612,H,,
4613,H,,
4614,H,,
4615,H,,
4616,H,,
4617,H,,
4618,H,,
4619,H,,
4620,H,,
4621,H,,
4622,H,,
4623,H,,
4624,H,,
4625,H,,
4626,H,,
4627,H,,
4628,H,,
4629,H,,
4630,H,,
4631,H,,
4632,H,,
4633,H,,
4634,H,,
4635,H,,
4636,H,,
4637,H,,
4638,H,,
4639,H,,
4640,H,,
4641,H,,
4642,H,,
4643,H,,
4644,H,,
4645,H,,
4646,H,,
4647,H,,
4648,H,,
4649,H,,
4650,H,,
4651,H,,
4652,H,,
4653,H,,
4654,H,,
4655,H,,
4656,H,,
4657,H,,
4658,H,,
4659,H,,
4660,H,,
4661,H,,
4662,H,,
4663,H,,
4664,H,,
4665,H,,
4666,H,,
4667,H,,
4668,H,,
4669,H,,
4670,H,,
4671,H,,
4672,H,,
4673,H,,
4674,H,,
4675,H,,
4676,H,,
4677,H,,
4678,H,,
4679,H,,
4680,H,,
4681,H,,
4682,H,,
4683,H,,
4684,H,,
4685,H,,
4686,H,,
4687,H,,
4688,H,,
4689,H,,
4690,H,,
4691,H,,
4692,H,,
4693,H,,
4694,H,,
4695,H,,
4696,H,,
4697,H,,
4698,H,,
4699,H,,
4700,H,,
4701,H,10,
4702,,,
4703,B,10,
4704,H,10,
4705,B,10,
4706,H,10,
4707,H,10,
4708,B,10,
4709,B,9.5,
4710,H,10,
4711,H,11,
4712,H,11,
4713,H,11,
4714,B,11,
4715,H,11,
4716,B,11,
4717,B,11,
4718,H,11,
4719,H,10,
4720,H,10,
4721,H,10,
4722,H,10,
4723,B,9.5,
4724,B,9.5,
4725,H,10,
4726,H,10,
4727,B,10,
4728,H,11,
4729,H,11,
4730,B,11,
4731,B,11,
4732,B,10.5,
4733,H,11,
4734,H,12,
4735,H,11,
4736,B,11,
4737,H,12,
4738,H,12,
4739,H,12,
4740,H,12,
4741,H,12,
4742,H,12,
4743,H,12,
4744,H,12,
4745,H,12,
4746,B,12,
4747,B,12,
4748,B,12,
4749,H,12.5,
4750,H,13,
4751,H,13.5,
4752,H,12.5,
4753,H,12.5,
4754,H,12,
4755,B,12.5,
4756,B,12.5,
4757,B,12.5,
4758,B,12.5,
4759,B,12.5,
4760,B,12.5,
4761,H,12.5,
4762,H,12.5,
4763,B,12.5,
4764,H,9,
4765,H,9,
4766,H,9,
4767,H,9,
4768,H,8.5,
4769,B,8,
4770,B,9,
4771,B,9,
4772,B,9,
4773,H,8.5,
4774,H,7.5,
4775,H,7.5,
4776,H,7.5,
4777,H,7.5,
4778,B,8.5,
4779,B,9.5,
4780,,,
4781,H,11,
4782,H,8.5,
4783,H,8,
4784,H,9,
4785,H,7.5,
4786,H,8,
4787,,,
4788,,,
4789,H,10,
4790,H,10,
4791,H,7,
4792,H,9,
4793,B,8.5,
4794,H,10,
4795,H,10,
4796,H,10,
4797,H,11,
4798,,,
4799,H,11,
4800,B,12,
4801,H,,
4802,H,,
4803,H,,
4804,H,,
4805,H,,
4806,H,,
4807,H,,
4808,H,,
4809,H,,
4810,H,,
4811,H,,
4812,H,,
4813,H,,
4814,H,,
4815,H,,
4816,H,,
4817,H,,
4818,H,,
4819,H,,
4820,H,,
4821,H,,
4822,H,,
4823,H,,
4824,H,,
4825,H,,
4826,H,,
4827,H,,
4828,H,,
4829,H,,
4830,H,,
4831,H,,
4832,H,,
4833,H,,
4834,H,,
4835,H,,
4836,H,,
4837,H,,
4838,H,,
4839,H,,
4840,H,,
4841,H,,
4842,H,,
4843,H,,
4844,H,,
4845,H,,
4846,H,,
4847,H,,
4848,H,,
4849,H,,
4850,H,,
4851,H,,
4852,H,,
4853,H,,
4854,H,,
4855,H,,
4856,H,,
4857,H,,
4858,H,,
4859,H,,
4860,H,,
4861,H,,
4862,H,,
4863,H,,
4864,H,,
4865,H,,
4866,H,,
4867,H,,
4868,H,,
4869,H,,
4870,H,,
4871,H,,
4872,H,,
4873,H,,
4874,H,,
4875,H,,
4876,H,,
4877,H,,
4878,H,,
4879,H,,
4880,H,,
4881,H,,
4882,H,,
4883,H,,
4884,H,,
4885,H,,
4886,H,,
4887,H,,
4888,H,,
4889,H,,
4890,H,,
4891,H,,
4892,H,,
4893,H,,
4894,H,,
4895,H,,
4896,H,,
4897,H,,
4898,H,,
4899,H,,
4900,H,,
4901,H,,
4902,H,,
4903,H,,
4904,H,,
4905,H,,
4906,H,,
4907,H,,
4908,H,,
4909,H,,
4910,H,,
4911,H,,
4912,H,,
4913,H,,
4914,H,,
4915,H,,
4916,H,,
4917,H,,
4918,H,,
4919,H,,
4920,H,,
4921,H,,
4922,H,,
4923,H,,
4924,H,,
4925,H,,
4926,H,,
4927,H,,
4928,H,,
4929,H,,
4930,H,,
4931,H,,
4932,H,,
4933,H,,
4934,H,,
4935,H,,
4936,H,,
4937,H,,
4938,H,,
4939,H,,
4940,H,,
4941,H,,
4942,H,,
4943,H,,
4944,H,,
4945,H,,
4946,H,,
4947,H,,
4948,H,,
4949,H,,
4950,H,,
4951,H,,
4952,H,,
4953,H,,
4954,H,,
4955,H,,
4956,H,,
4957,H,,
4958,H,,
4959,H,,
4960,H,,
4961,H,,
4962,H,,
4963,H,,
4964,H,,
4965,H,,
4966,H,,
4967,H,,
4968,H,,
4969,H,,
4970,H,,
4971,H,,
4972,H,,
4973,H,,
4974,H,,
4975,H,,
4976,H,,
4977,H,,
4978,H,,
4979,H,,
4980,H,,
4981,H,,
4982,H,,
4983,H,,
4984,H,,
4985,H,,
4986,H,,
4987,H,,
4988,H,,
4989,H,,
4990,H,,
4991,H,,
4992,H,,
4993,H,,
4994,H,,
4995,H,,
4996,H,,
4997,H,,
4998,H,,
4999,H,,
5000,H,,
5001,,,
5002,,,
5003,,,
5004,,,
5005,,,
5006,,,
5007,,,
5008,,,
5009,,,
5010,,,
5011,,,
5012,,,
5013,,,
5014,,,
5015,,,
5016,,,
5017,,,
5018,,,
5019,,,
5020,,,
5021,,,
5022,,,
5023,,,
5024,,,
5025,,,
5026,,,
5027,,,
5028,,,
5029,,,
5030,,,
5031,,,
5032,,,
5033,,,
5034,,,
5035,,,
5036,,,
5037,,,
5038,,,
5039,,,
5040,,,
5041,,,
5042,,,
5043,,,
5044,,,
5045,,,
5046,,,
5047,,,
5048,,,
5049,,,
5050,,,
5051,,,
5052,,,
5053,,,
5054,,,
5055,,,
5056,,,
5057,,,
5058,,,
5059,,,
5060,,,
5061,,,
5062,,,
5063,,,
5064,,,
5065,,,
5066,,,
5067,,,
5068,,,
5069,,,
5070,,,
5071,,,
5072,,,
5073,,,
5074,,,
5075,,,
5076,,,
5077,,,
5078,,,
5079,,,
5080,,,
5081,,,
5082,,,
5083,,,
5084,,,
5085,,,
5086,,,
5087,,,
5088,,,
5089,,,
5090,,,
5091,,,
5092,,,
5093,,,
5094,,,
5095,,,
5096,,,
5097,,,
5098,,,
5099,,,
5100,,,
5101,,,
5102,,,
5103,,,
5104,,,
5105,,,
5106,,,
5107,,,
5108,,,
5109,,,
5110,,,
5111,,,
5112,,,
5113,,,
5114,,,
5115,,,
5116,,,
5117,,,
5118,,,
5119,,,
5120,,,
5121,,,
5122,,,
5123,,,
5124,,,
5125,,,
5126,,,
5127,,,
5128,,,
5129,,,
5130,,,
5131,,,
5132,,,
5133,,,
5134,,,
5135,,,
5136,,,
5137,,,
5138,,,
5139,,,
5140,,,
5141,,,
5142,,,
5143,,,
5144,,,
5145,,,
5146,,,
5147,,,
5148,,,
5149,,,
5150,,,
5151,,,
5152,,,
5153,,,
5154,,,
5155,,,
5156,,,
5157,,,
5158,,,
5159,,,
5160,,,
5161,,,
5162,,,
5163,,,
5164,,,
5165,,,
5166,,,
5167,,,
5168,,,
5169,,,
5170,,,
5171,,,
5172,,,
5173,,,
5174,,,
5175,,,
5176,,,
5177,,,
5178,,,
5179,,,
5180,,,
5181,,,
5182,,,
5183,,,
5184,,,
5185,,,
5186,,,
5187,,,
5188,,,
5189,,,
5190,,,
5191,,,
5192,,,
5193,,,
5194,,,
5195,,,
5196,,,
5197,,,
5198,,,
5199,,,
5200,,,
5201,,,
5202,,,
5203,,,
5204,,,
5205,,,
5206,,,
5207,,,
5208,,,
5209,,,
5210,,,
5211,,,
5212,,,
5213,,,
5214,,,
5215,,,
5216,,,
5217,,,
5218,,,
5219,,,
5220,,,
5221,,,
5222,,,
5223,,,
5224,,,
5225,,,
5226,,,
5227,,,
5228,,,
5229,,,
5230,,,
5231,,,
5232,,,
5233,,,
5234,,,
5235,,,
5236,,,
5237,,,
5238,,,
5239,,,
5240,,,
5241,,,
5242,,,
5243,,,
5244,,,
5245,,,
5246,,,
5247,,,
5248,,,
5249,,,
5250,,,
5251,,,
5252,,,
5253,,,
5254,,,
5255,,,
5256,,,
5257,,,
5258,,,
5259,,,
5260,,,
5261,,,
5262,,,
5263,,,
5264,,,
5265,,,
5266,,,
5267,,,
5268,,,
5269,,,
5270,,,
5271,,,
5272,,,
5273,,,
5274,,,
5275,,,
5276,,,
5277,,,
5278,,,
5279,,,
5280,,,
5281,,,
5282,,,
5283,,,
5284,,,
5285,,,
5286,,,
5287,,,
5288,,,
5289,,,
5290,,,
5291,,,
5292,,,
5293,,,
5294,,,
5295,,,
5296,,,
5297,,,
5298,,,
5299,,,
5300,,,
5301,,,
5302,,,
5303,,,
5304,,,
5305,,,
5306,,,
5307,,,
5308,,,
5309,,,
5310,,,
5311,,,
5312,,,
5313,,,
5314,,,
5315,,,
5316,,,
5317,,,
5318,,,
5319,,,
5320,,,
5321,,,
5322,,,
5323,,,
5324,,,
5325,,,
5326,,,
5327,,,
5328,,,
5329,,,
5330,,,
5331,,,
5332,,,
5333,,,
5334,,,
5335,,,
5336,,,
5337,,,
5338,,,
5339,,,
5340,,,
5341,,,
5342,,,
5343,,,
5344,,,
5345,,,
5346,,,
5347,,,
5348,,,
5349,,,
5350,,,
5351,,,
5352,,,
5353,,,
5354,,,
5355,,,
5356,,,
5357,,,
5358,,,
5359,,,
5360,,,
5361,,,
5362,,,
5363,,,
5364,,,
5365,,,
5366,,,
5367,,,
5368,,,
5369,,,
5370,,,
5371,,,
5372,,,
5373,,,
5374,,,
5375,,,
5376,,,
5377,,,
5378,,,
5379,,,
5380,,,
5381,,,
5382,,,
5383,,,
5384,,,
5385,,,
5386,,,
5387,,,
5388,,,
5389,,,
5390,,,
5391,,,
5392,,,
5393,,,
5394,,,
5395,,,
5396,,,
5397,,,
5398,,,
5399,,,
5400,,,
5401,,,
5402,,,
5403,,,
5404,,,
5405,,,
5406,,,
5407,,,
5408,,,
5409,,,
5410,,,
5411,,,
5412,,,
5413,,,
5414,,,
5415,,,
5416,,,
5417,,,
5418,,,
5419,,,
5420,,,
5421,,,
5422,,,
5423,,,
5424,,,
5425,,,
5426,,,
5427,,,
5428,,,
5429,,,
5430,,,
5431,,,
5432,,,
5433,,,
5434,,,
5435,,,
5436,,,
5437,,,
5438,,,
5439,,,
5440,,,
5441,,,
5442,,,
5443,,,
5444,,,
5445,,,
5446,,,
5447,,,
5448,,,
5449,,,
5450,,,
5451,,,
5452,,,
5453,,,
5454,,,
5455,,,
5456,,,
5457,,,
5458,,,
5459,,,
5460,,,
5461,,,
5462,,,
5463,,,
5464,,,
5465,,,
5466,,,
5467,,,
5468,,,
5469,,,
5470,,,
5471,,,
5472,,,
5473,,,
5474,,,
5475,,,
5476,,,
5477,,,
5478,,,
5479,,,
5480,,,
5481,,,
5482,,,
5483,,,
5484,,,
5485,,,
5486,,,
5487,,,
5488,,,
5489,,,
5490,,,
5491,,,
5492,,,
5493,,,
5494,,,
5495,,,
5496,,,
5497,,,
5498,,,
5499,,,
5500,,,
5501,,,
5502,,,
5503,,,
5504,,,
5505,,,
5506,,,
5507,,,
5508,,,
5509,,,
5510,,,
5511,,,
5512,,,
5513,,,
5514,,,
5515,,,
5516,,,
5517,,,
5518,,,
5519,,,
5520,,,
5521,,,
5522,,,
5523,,,
5524,,,
5525,,,
5526,,,
5527,,,
5528,,,
5529,,,
5530,,,
5531,,,
5532,,,
5533,,,
5534,,,
5535,,,
5536,,,
5537,,,
5538,,,
5539,,,
5540,,,
5541,,,
5542,,,
5543,,,
5544,,,
5545,,,
5546,,,
5547,,,
5548,,,
5549,,,
5550,,,
5551,,,
5552,,,
5553,,,
5554,,,
5555,,,
5556,,,
5557,,,
5558,,,
5559,,,
5560,,,
5561,,,
5562,,,
5563,,,
5564,,,
5565,,,
5566,,,
5567,,,
5568,,,
5569,,,
5570,,,
5571,,,
5572,,,
5573,,,
5574,,,
5575,,,
5576,,,
5577,,,
5578,,,
5579,,,
5580,,,
5581,,,
5582,,,
5583,,,
5584,,,
5585,,,
5586,,,
5587,,,
5588,,,
5589,,,
5590,,,
5591,,,
5592,,,
5593,,,
5594,,,
5595,,,
5596,,,
5597,,,
5598,,,
5599,,,
5600,,,
5601,,,
5602,,,
5603,,,
5604,,,
5605,,,
5606,,,
5607,,,
5608,,,
5609,,,
5610,,,
5611,,,
5612,,,
5613,,,
5614,,,
5615,,,
5616,,,
5617,,,
5618,,,
5619,,,
5620,,,
5621,,,
5622,,,
5623,,,
5624,,,
5625,,,
5626,,,
5627,,,
5628,,,
5629,,,
5630,,,
5631,,,
5632,,,
5633,,,
5634,,,
5635,,,
5636,,,
5637,,,
5638,,,
5639,,,
5640,,,
5641,,,
5642,,,
5643,,,
5644,,,
5645,,,
5646,,,
5647,,,
5648,,,
5649,,,
5650,,,
5651,,,
5652,,,
5653,,,
5654,,,
5655,,,
5656,,,
5657,,,
5658,,,
5659,,,
5660,,,
5661,,,
5662,,,
5663,,,
5664,,,
5665,,,
5666,,,
5667,,,
5668,,,
5669,,,
5670,,,
5671,,,
5672,,,
5673,,,
5674,,,
5675,,,
5676,,,
5677,,,
5678,,,
5679,,,
5680,,,
5681,,,
5682,,,
5683,,,
5684,,,
5685,,,
5686,,,
5687,,,
5688,,,
5689,,,
5690,,,
5691,,,
5692,,,
5693,,,
5694,,,
5695,,,
5696,,,
5697,,,
5698,,,
5699,,,
5700,,,
5701,,,
5702,,,
5703,,,
5704,,,
5705,,,
5706,,,
5707,,,
5708,,,
5709,,,
5710,,,
5711,,,
5712,,,
5713,,,
5714,,,
5715,,,
5716,,,
5717,,,
5718,,,
5719,,,
5720,,,
5721,,,
5722,,,
5723,,,
5724,,,
5725,,,
5726,,,
5727,,,
5728,,,
5729,,,
5730,,,
5731,,,
5732,,,
5733,,,
5734,,,
5735,,,
5736,,,
5737,,,
5738,,,
5739,,,
5740,,,
5741,,,
5742,,,
5743,,,
5744,,,
5745,,,
5746,,,
5747,,,
5748,,,
5749,,,
5750,,,
5751,,,
5752,,,
5753,,,
5754,,,
5755,,,
5756,,,
5757,,,
5758,,,
5759,,,
5760,,,
5761,,,
5762,,,
5763,,,
5764,,,
5765,,,
5766,,,
5767,,,
5768,,,
5769,,,
5770,,,
5771,,,
5772,,,
5773,,,
5774,,,
5775,,,
5776,,,
5777,,,
5778,,,
5779,,,
5780,,,
5781,,,
5782,,,
5783,,,
5784,,,
5785,,,
5786,,,
5787,,,
5788,,,
5789,,,
5790,,,
5791,,,
5792,,,
5793,,,
5794,,,
5795,,,
5796,,,
5797,,,
5798,,,
5799,,,
5800,,,
5801,,,
5802,,,
5803,,,
5804,,,
5805,,,
5806,,,
5807,,,
5808,,,
5809,,,
5810,,,
5811,,,
5812,,,
5813,,,
5814,,,
5815,,,
5816,,,
5817,,,
5818,,,
5819,,,
5820,,,
5821,,,
5822,,,
5823,,,
5824,,,
5825,,,
5826,,,
5827,,,
5828,,,
5829,,,
5830,,,
5831,,,
5832,,,
5833,,,
5834,,,
5835,,,
5836,,,
5837,,,
5838,,,
5839,,,
5840,,,
5841,,,
5842,,,
5843,,,
5844,,,
5845,,,
5846,,,
5847,,,
5848,,,
5849,,,
5850,,,
5851,,,
5852,,,
5853,,,
5854,,,
5855,,,
5856,,,
5857,,,
5858,,,
5859,,,
5860,,,
5861,,,
5862,,,
5863,,,
5864,,,
5865,,,
5866,,,
5867,,,
5868,,,
5869,,,
5870,,,
5871,,,
5872,,,
5873,,,
5874,,,
5875,,,
5876,,,
5877,,,
5878,,,
5879,,,
5880,,,
